año,sector,actividad,subactividad,categoria,id_ipcc,tipo_de_gas,valor_en_toneladas_de_co2e,tipo_de_registro
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.05,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii2,N2O,0.04,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.01,Emisión
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.02,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii3,N2O,0.03,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.0,Sin emisión/remoción
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.01,Emisión
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.01,Emisión
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.01,Emisión
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4a,N2O,0.01,Emisión
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2004,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2005,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2006,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2007,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2008,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2009,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2010,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2011,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2012,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2013,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2014,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2015,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2016,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2017,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2018,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2019,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2020,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2021,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
2022,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4b,N2O,0.0,Sin emisión/remoción
1990,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1991,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1992,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1993,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1994,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1995,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1996,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1997,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1998,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
1999,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
2000,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
2001,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
2002,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
2003,"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra",Uso de Suelos,Excretas en pasturas,Otras Ganaderías,3D2aiii4d,N2O,0.01,Emisión
