id,anio,sector_id,actividad,subactividad,categoria,id_ipcc,gas_id,valor_tco2e,tipo_de_registro
693,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
694,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
695,2008,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
696,2009,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
697,2010,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
698,2011,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
699,2012,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
700,2013,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
701,2014,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
702,2015,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,01",Emisión
703,2016,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,02",Emisión
704,2017,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,02",Emisión
705,2018,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,02",Emisión
706,2019,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,02",Emisión
707,2020,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,02",Emisión
708,2021,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,02",Emisión
709,2022,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,1,"0,02",Emisión
710,1990,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
711,1991,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
712,1992,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
713,1993,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
714,1994,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
715,1995,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
716,1996,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
717,1997,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
718,1998,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
719,1999,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
720,2000,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
721,2001,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,0",Sin emisión/remoción
722,2002,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
723,2003,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
724,2004,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
725,2005,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
726,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
727,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
728,2008,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
729,2009,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
730,2010,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
731,2011,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
732,2012,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
733,2013,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
734,2014,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
735,2015,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,01",Emisión
736,2016,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,02",Emisión
737,2017,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,02",Emisión
738,2018,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,02",Emisión
739,2019,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,02",Emisión
740,2020,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,02",Emisión
741,2021,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,03",Emisión
742,2022,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,"Procesamiento de alimentos, bebidas y tabaco",1A2e,4,"0,03",Emisión
743,1995,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,32",Emisión
744,1996,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,24",Emisión
745,1997,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,55",Emisión
746,1998,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,69",Emisión
747,1999,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,34",Emisión
748,2000,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,02",Emisión
749,2001,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"1,81",Emisión
750,2002,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"1,55",Emisión
751,2003,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"1,98",Emisión
752,2004,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,3",Emisión
753,2005,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,51",Emisión
754,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,78",Emisión
755,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,84",Emisión
756,2008,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"3,18",Emisión
757,2009,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,7",Emisión
758,2010,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,81",Emisión
759,2011,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,98",Emisión
760,2012,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,69",Emisión
761,2013,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,71",Emisión
762,2014,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,69",Emisión
763,2015,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,75",Emisión
764,2016,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,12",Emisión
765,2017,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,41",Emisión
766,2018,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,65",Emisión
767,2019,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"4,14",Emisión
768,2020,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"2,42",Emisión
769,2021,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"3,07",Emisión
770,2022,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,2,"3,37",Emisión
771,1995,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
772,1996,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
773,1997,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
774,1998,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
775,1999,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
776,2000,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
777,2001,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
778,2002,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
779,2003,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
780,2004,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
781,2005,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
782,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
783,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
784,2008,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
785,2009,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
786,2010,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
787,2011,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
788,2012,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
789,2013,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
790,2014,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
791,2015,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
792,2016,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
793,2017,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
794,2018,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
795,2019,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
796,2020,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
797,2021,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
798,2022,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,1,"0,0",Sin emisión/remoción
799,1995,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
800,1996,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
801,1997,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
802,1998,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
803,1999,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
804,2000,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
805,2001,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
806,2002,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
807,2003,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
808,2004,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
809,2005,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
810,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
811,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
812,2008,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
813,2009,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
814,2010,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
815,2011,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
816,2012,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
817,2013,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
818,2014,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
819,2015,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
820,2016,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
821,2017,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
822,2018,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
823,2019,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
824,2020,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
825,2021,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
826,2022,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Minerales no metálicos,1A2f,4,"0,0",Sin emisión/remoción
827,1995,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,16",Emisión
828,1996,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,15",Emisión
829,1997,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,18",Emisión
830,1998,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,19",Emisión
831,1999,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,15",Emisión
832,2000,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,15",Emisión
833,2001,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,11",Emisión
834,2002,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,08",Emisión
835,2003,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,08",Emisión
836,2004,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,08",Emisión
837,2005,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,1",Emisión
838,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,11",Emisión
839,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,11",Emisión
840,2008,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,13",Emisión
841,2009,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,1",Emisión
842,2010,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,12",Emisión
843,2011,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,13",Emisión
844,2012,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,12",Emisión
845,2013,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,12",Emisión
846,2014,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,09",Emisión
847,2015,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,1",Emisión
848,2016,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,1",Emisión
849,2017,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,1",Emisión
850,2018,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,1",Emisión
851,2019,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,09",Emisión
852,2020,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,07",Emisión
853,2021,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,09",Emisión
854,2022,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,2,"0,1",Emisión
855,1995,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
856,1996,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
857,1997,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
858,1998,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
859,1999,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
860,2000,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
861,2001,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
862,2002,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
863,2003,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
864,2004,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
865,2005,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
866,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
867,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
868,2008,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
869,2009,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
870,2010,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
871,2011,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
872,2012,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
873,2013,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
874,2014,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
875,2015,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
876,2016,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
877,2017,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
878,2018,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
879,2019,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
880,2020,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
881,2021,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
882,2022,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,1,"0,0",Sin emisión/remoción
883,1995,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
884,1996,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
885,1997,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
886,1998,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
887,1999,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
888,2000,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
889,2001,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
890,2002,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
891,2003,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
892,2004,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
893,2005,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
894,2006,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
895,2007,2,Actividades de quema de combustible,Industrias manufactureras y de la construcción,Equipo de transporte,1A2gii,4,"0,0",Sin emisión/remoción
